# profile_file data/benchmark_02_collapsar_disk_funnel.dat
# sigma_table data/sigma_nuN_CC_GBW.dat
# Enu_GeV 1e+12
# sigma_cm2_interpolated 1.64167e-30
# r_cm rho_gcm3 tau survival
7.30502e+06 4.90707e+08 2.35206e+09 0
7.33311e+06 4.86015e+08 2.3385e+09 0
7.36132e+06 4.81369e+08 2.32501e+09 0
7.38963e+06 4.76766e+08 2.3116e+09 0
7.41806e+06 4.72208e+08 2.29826e+09 0
7.44659e+06 4.67694e+08 2.28501e+09 0
7.47523e+06 4.63222e+08 2.27183e+09 0
7.50398e+06 4.58793e+08 2.25873e+09 0
7.53284e+06 4.54407e+08 2.2457e+09 0
7.56182e+06 4.50062e+08 2.23274e+09 0
7.5909e+06 4.45759e+08 2.21986e+09 0
7.6201e+06 4.41497e+08 2.20706e+09 0
7.64941e+06 4.37276e+08 2.19432e+09 0
7.67883e+06 4.33095e+08 2.18167e+09 0
7.70837e+06 4.28954e+08 2.16908e+09 0
7.73801e+06 4.24853e+08 2.15657e+09 0
7.76778e+06 4.20791e+08 2.14413e+09 0
7.79765e+06 4.16768e+08 2.13176e+09 0
7.82765e+06 4.12783e+08 2.11946e+09 0
7.85775e+06 4.08836e+08 2.10723e+09 0
7.88798e+06 4.04927e+08 2.09507e+09 0
7.91832e+06 4.01055e+08 2.08298e+09 0
7.94877e+06 3.97221e+08 2.07097e+09 0
7.97935e+06 3.93423e+08 2.05902e+09 0
8.01004e+06 3.89661e+08 2.04714e+09 0
8.04085e+06 3.85935e+08 2.03532e+09 0
8.07177e+06 3.82245e+08 2.02358e+09 0
8.10282e+06 3.7859e+08 2.01191e+09 0
8.13399e+06 3.7497e+08 2.00029e+09 0
8.16527e+06 3.71385e+08 1.98875e+09 0
8.19668e+06 3.67834e+08 1.97728e+09 0
8.2282e+06 3.64316e+08 1.96587e+09 0
8.25985e+06 3.60833e+08 1.95452e+09 0
8.29162e+06 3.57383e+08 1.94325e+09 0
8.32352e+06 3.53965e+08 1.93203e+09 0
8.35553e+06 3.50581e+08 1.92088e+09 0
8.38767e+06 3.47229e+08 1.90979e+09 0
8.41993e+06 3.43908e+08 1.89877e+09 0
8.45231e+06 3.4062e+08 1.88782e+09 0
8.48482e+06 3.37363e+08 1.87692e+09 0
8.51746e+06 3.34137e+08 1.86609e+09 0
8.55022e+06 3.30942e+08 1.85532e+09 0
8.58311e+06 3.27777e+08 1.84461e+09 0
8.61612e+06 3.24643e+08 1.83396e+09 0
8.64926e+06 3.21539e+08 1.82338e+09 0
8.68253e+06 3.18464e+08 1.81285e+09 0
8.71592e+06 3.15419e+08 1.80239e+09 0
8.74945e+06 3.12402e+08 1.79198e+09 0
8.7831e+06 3.09415e+08 1.78164e+09 0
8.81688e+06 3.06456e+08 1.77135e+09 0
8.8508e+06 3.03526e+08 1.76113e+09 0
8.88484e+06 3.00623e+08 1.75096e+09 0
8.91901e+06 2.97748e+08 1.74085e+09 0
8.95332e+06 2.94901e+08 1.7308e+09 0
8.98775e+06 2.92081e+08 1.72081e+09 0
9.02232e+06 2.89288e+08 1.71088e+09 0
9.05703e+06 2.86522e+08 1.701e+09 0
9.09186e+06 2.83782e+08 1.69118e+09 0
9.12683e+06 2.81068e+08 1.68142e+09 0
9.16194e+06 2.7838e+08 1.67171e+09 0
9.19718e+06 2.75718e+08 1.66205e+09 0
9.23255e+06 2.73081e+08 1.65246e+09 0
9.26806e+06 2.7047e+08 1.64292e+09 0
9.30371e+06 2.67883e+08 1.63343e+09 0
9.3395e+06 2.65321e+08 1.624e+09 0
9.37542e+06 2.62784e+08 1.61462e+09 0
9.41148e+06 2.60271e+08 1.6053e+09 0
9.44768e+06 2.57782e+08 1.59603e+09 0
9.48402e+06 2.55316e+08 1.58681e+09 0
9.5205e+06 2.52875e+08 1.57764e+09 0
9.55711e+06 2.50456e+08 1.56854e+09 0
9.59387e+06 2.48061e+08 1.55948e+09 0
9.63077e+06 2.45689e+08 1.55047e+09 0
9.66782e+06 2.43339e+08 1.54152e+09 0
9.705e+06 2.41012e+08 1.53261e+09 0
9.74233e+06 2.38707e+08 1.52376e+09 0
9.7798e+06 2.36424e+08 1.51496e+09 0
9.81742e+06 2.34163e+08 1.50621e+09 0
9.85518e+06 2.31923e+08 1.49751e+09 0
9.89309e+06 2.29705e+08 1.48886e+09 0
9.93114e+06 2.27508e+08 1.48026e+09 0
9.96934e+06 2.25333e+08 1.47171e+09 0
1.00077e+07 2.23177e+08 1.4632e+09 0
1.00462e+07 2.21043e+08 1.45475e+09 0
1.00848e+07 2.18929e+08 1.44635e+09 0
1.01236e+07 2.16835e+08 1.438e+09 0
1.01625e+07 2.14761e+08 1.4297e+09 0
1.02016e+07 2.12707e+08 1.42144e+09 0
1.02409e+07 2.10673e+08 1.41321e+09 0
1.02803e+07 2.08658e+08 1.40504e+09 0
1.03198e+07 2.06662e+08 1.39693e+09 0
1.03595e+07 2.04685e+08 1.38886e+09 0
1.03993e+07 2.02728e+08 1.38085e+09 0
1.04393e+07 2.00789e+08 1.37287e+09 0
1.04795e+07 1.98868e+08 1.36493e+09 0
1.05198e+07 1.96966e+08 1.35704e+09 0
1.05603e+07 1.95082e+08 1.34919e+09 0
1.06009e+07 1.93216e+08 1.3414e+09 0
1.06417e+07 1.91368e+08 1.33364e+09 0
1.06826e+07 1.89538e+08 1.32594e+09 0
1.07237e+07 1.87725e+08 1.31828e+09 0
1.07649e+07 1.85929e+08 1.31067e+09 0
1.08063e+07 1.84151e+08 1.30309e+09 0
1.08479e+07 1.82389e+08 1.29556e+09 0
1.08896e+07 1.80645e+08 1.28807e+09 0
1.09315e+07 1.78917e+08 1.28063e+09 0
1.09735e+07 1.77205e+08 1.27323e+09 0
1.10157e+07 1.7551e+08 1.26588e+09 0
1.10581e+07 1.73832e+08 1.25855e+09 0
1.11007e+07 1.72169e+08 1.25127e+09 0
1.11433e+07 1.70522e+08 1.24405e+09 0
1.11862e+07 1.68891e+08 1.23685e+09 0
1.12292e+07 1.67275e+08 1.22971e+09 0
1.12724e+07 1.65675e+08 1.2226e+09 0
1.13158e+07 1.6409e+08 1.21552e+09 0
1.13593e+07 1.62521e+08 1.2085e+09 0
1.1403e+07 1.60966e+08 1.20151e+09 0
1.14469e+07 1.59426e+08 1.19456e+09 0
1.14909e+07 1.57901e+08 1.18766e+09 0
1.15351e+07 1.56391e+08 1.18079e+09 0
1.15794e+07 1.54895e+08 1.17397e+09 0
1.1624e+07 1.53413e+08 1.16718e+09 0
1.16687e+07 1.51945e+08 1.16043e+09 0
1.17136e+07 1.50492e+08 1.15372e+09 0
1.17586e+07 1.49052e+08 1.14705e+09 0
1.18039e+07 1.47626e+08 1.14041e+09 0
1.18493e+07 1.46214e+08 1.13382e+09 0
1.18948e+07 1.44815e+08 1.12727e+09 0
1.19406e+07 1.4343e+08 1.12074e+09 0
1.19865e+07 1.42058e+08 1.11427e+09 0
1.20326e+07 1.40699e+08 1.10782e+09 0
1.20789e+07 1.39353e+08 1.10141e+09 0
1.21254e+07 1.3802e+08 1.09504e+09 0
1.2172e+07 1.36699e+08 1.08871e+09 0
1.22188e+07 1.35391e+08 1.08242e+09 0
1.22658e+07 1.34096e+08 1.07615e+09 0
1.2313e+07 1.32813e+08 1.06993e+09 0
1.23603e+07 1.31543e+08 1.06375e+09 0
1.24079e+07 1.30284e+08 1.05759e+09 0
1.24556e+07 1.29038e+08 1.05147e+09 0
1.25035e+07 1.27803e+08 1.04539e+09 0
1.25516e+07 1.2658e+08 1.03934e+09 0
1.25999e+07 1.25369e+08 1.03333e+09 0
1.26484e+07 1.2417e+08 1.02734e+09 0
1.2697e+07 1.22982e+08 1.02141e+09 0
1.27458e+07 1.21805e+08 1.0155e+09 0
1.27949e+07 1.2064e+08 1.00962e+09 0
1.28441e+07 1.19486e+08 1.00378e+09 0
1.28935e+07 1.18343e+08 9.97969e+08 0
1.29431e+07 1.1721e+08 9.92194e+08 0
1.29929e+07 1.16089e+08 9.86451e+08 0
1.30428e+07 1.14978e+08 9.80751e+08 0
1.3093e+07 1.13878e+08 9.75072e+08 0
1.31434e+07 1.12788e+08 9.69425e+08 0
1.31939e+07 1.11709e+08 9.63821e+08 0
1.32447e+07 1.1064e+08 9.58237e+08 0
1.32956e+07 1.09582e+08 9.52696e+08 0
1.33467e+07 1.08533e+08 9.47187e+08 0
1.33981e+07 1.07495e+08 9.41698e+08 0
1.34496e+07 1.06466e+08 9.36251e+08 0
1.35013e+07 1.05447e+08 9.30835e+08 0
1.35533e+07 1.04438e+08 9.25441e+08 0
1.36054e+07 1.03439e+08 9.20087e+08 0
1.36577e+07 1.02449e+08 9.14764e+08 0
1.37103e+07 1.01469e+08 9.09462e+08 0
1.3763e+07 1.00498e+08 9.04201e+08 0
1.38159e+07 9.95365e+07 8.9897e+08 0
1.38691e+07 9.8584e+07 8.9376e+08 0
1.39224e+07 9.76407e+07 8.8859e+08 0
1.3976e+07 9.67063e+07 8.8344e+08 0
1.40297e+07 9.57809e+07 8.78331e+08 0
1.40837e+07 9.48644e+07 8.73242e+08 0
1.41379e+07 9.39566e+07 8.68183e+08 0
1.41922e+07 9.30575e+07 8.63163e+08 0
1.42468e+07 9.2167e+07 8.58164e+08 0
1.43016e+07 9.1285e+07 8.53195e+08 0
1.43566e+07 9.04115e+07 8.48255e+08 0
1.44118e+07 8.95462e+07 8.43344e+08 0
1.44673e+07 8.86893e+07 8.38455e+08 0
1.45229e+07 8.78406e+07 8.33603e+08 0
1.45788e+07 8.7e+07 8.28772e+08 0
1.46349e+07 8.61674e+07 8.2397e+08 0
1.46911e+07 8.53428e+07 8.19205e+08 0
1.47477e+07 8.4526e+07 8.14452e+08 0
1.48044e+07 8.37171e+07 8.09737e+08 0
1.48613e+07 8.29159e+07 8.0505e+08 0
1.49185e+07 8.21224e+07 8.00383e+08 0
1.49759e+07 8.13364e+07 7.95745e+08 0
1.50335e+07 8.0558e+07 7.91136e+08 0
1.50913e+07 7.9787e+07 7.86555e+08 0
1.51493e+07 7.90234e+07 7.82001e+08 0
1.52076e+07 7.82671e+07 7.77469e+08 0
1.52661e+07 7.75181e+07 7.72964e+08 0
1.53248e+07 7.67761e+07 7.68487e+08 0
1.53838e+07 7.60413e+07 7.6403e+08 0
1.54429e+07 7.53135e+07 7.59608e+08 0
1.55023e+07 7.45927e+07 7.55206e+08 0
1.5562e+07 7.38788e+07 7.50825e+08 0
1.56218e+07 7.31717e+07 7.46478e+08 0
1.56819e+07 7.24713e+07 7.42151e+08 0
1.57422e+07 7.17777e+07 7.37851e+08 0
1.58028e+07 7.10907e+07 7.33572e+08 0
1.58635e+07 7.04102e+07 7.29326e+08 0
1.59246e+07 6.97363e+07 7.25093e+08 0
1.59858e+07 6.90688e+07 7.20894e+08 0
1.60473e+07 6.84077e+07 7.16715e+08 0
1.6109e+07 6.77529e+07 7.12562e+08 0
1.6171e+07 6.71044e+07 7.08429e+08 0
1.62332e+07 6.64621e+07 7.04322e+08 0
1.62956e+07 6.58259e+07 7.00242e+08 0
1.63583e+07 6.51958e+07 6.96181e+08 0
1.64212e+07 6.45718e+07 6.92146e+08 0
1.64844e+07 6.39537e+07 6.88131e+08 0
1.65478e+07 6.33415e+07 6.84141e+08 0
1.66114e+07 6.27351e+07 6.80178e+08 0
1.66753e+07 6.21346e+07 6.76233e+08 0
1.67395e+07 6.15398e+07 6.72309e+08 0
1.68038e+07 6.09507e+07 6.68415e+08 0
1.68685e+07 6.03673e+07 6.64535e+08 0
1.69334e+07 5.97894e+07 6.6068e+08 0
1.69985e+07 5.9217e+07 6.56851e+08 0
1.70639e+07 5.86501e+07 6.5304e+08 0
1.71295e+07 5.80887e+07 6.49255e+08 0
1.71954e+07 5.75326e+07 6.45488e+08 0
1.72615e+07 5.69818e+07 6.41747e+08 0
1.73279e+07 5.64363e+07 6.38024e+08 0
1.73946e+07 5.5896e+07 6.3432e+08 0
1.74615e+07 5.53609e+07 6.30641e+08 0
1.75286e+07 5.48309e+07 6.26986e+08 0
1.7596e+07 5.4306e+07 6.2335e+08 0
1.76637e+07 5.37861e+07 6.19733e+08 0
1.77317e+07 5.32711e+07 6.16134e+08 0
1.77999e+07 5.27611e+07 6.12559e+08 0
1.78683e+07 5.2256e+07 6.09009e+08 0
1.79371e+07 5.17557e+07 6.05471e+08 0
1.80061e+07 5.12601e+07 6.01958e+08 0
1.80753e+07 5.07694e+07 5.98468e+08 0
1.81448e+07 5.02833e+07 5.94996e+08 0
1.82146e+07 4.98018e+07 5.91543e+08 0
1.82847e+07 4.9325e+07 5.88108e+08 0
1.8355e+07 4.88528e+07 5.84696e+08 0
1.84256e+07 4.8385e+07 5.81303e+08 0
1.84965e+07 4.79217e+07 5.77927e+08 0
1.85676e+07 4.74629e+07 5.74575e+08 0
1.8639e+07 4.70084e+07 5.71241e+08 0
1.87107e+07 4.65583e+07 5.67924e+08 0
1.87827e+07 4.61125e+07 5.64626e+08 0
1.88549e+07 4.5671e+07 5.6135e+08 0
1.89275e+07 4.52337e+07 5.58088e+08 0
1.90003e+07 4.48005e+07 5.54848e+08 0
1.90733e+07 4.43715e+07 5.5163e+08 0
1.91467e+07 4.39467e+07 5.48426e+08 0
1.92203e+07 4.35258e+07 5.45243e+08 0
1.92943e+07 4.3109e+07 5.42074e+08 0
1.93685e+07 4.26962e+07 5.38927e+08 0
1.9443e+07 4.22874e+07 5.35797e+08 0
1.95178e+07 4.18824e+07 5.32685e+08 0
1.95928e+07 4.14814e+07 5.29595e+08 0
1.96682e+07 4.10841e+07 5.26517e+08 0
1.97438e+07 4.06907e+07 5.23461e+08 0
1.98198e+07 4.0301e+07 5.20419e+08 0
1.9896e+07 3.99151e+07 5.17397e+08 0
1.99725e+07 3.95328e+07 5.14393e+08 0
2.00494e+07 3.91542e+07 5.11402e+08 0
2.01265e+07 3.87792e+07 5.08432e+08 0
2.02039e+07 3.84078e+07 5.05478e+08 0
2.02816e+07 3.804e+07 5.02542e+08 0
2.03596e+07 3.76757e+07 4.99623e+08 0
2.04379e+07 3.73149e+07 4.9672e+08 0
2.05165e+07 3.69575e+07 4.93834e+08 0
2.05954e+07 3.66035e+07 4.90965e+08 0
2.06747e+07 3.6253e+07 4.8811e+08 0
2.07542e+07 3.59057e+07 4.85274e+08 0
2.0834e+07 3.55618e+07 4.82455e+08 0
2.09141e+07 3.52212e+07 4.79652e+08 0
2.09946e+07 3.48839e+07 4.76862e+08 0
2.10753e+07 3.45498e+07 4.74093e+08 0
2.11564e+07 3.42189e+07 4.71336e+08 0
2.12378e+07 3.38911e+07 4.68595e+08 0
2.13195e+07 3.35665e+07 4.65871e+08 0
2.14015e+07 3.3245e+07 4.63163e+08 0
2.14838e+07 3.29265e+07 4.60471e+08 0
2.15664e+07 3.26111e+07 4.57795e+08 0
2.16494e+07 3.22987e+07 4.55132e+08 0
2.17326e+07 3.19894e+07 4.52488e+08 0
2.18162e+07 3.16829e+07 4.49856e+08 0
2.19001e+07 3.13794e+07 4.47241e+08 0
2.19844e+07 3.10789e+07 4.44638e+08 0
2.20689e+07 3.07811e+07 4.42054e+08 0
2.21538e+07 3.04863e+07 4.39483e+08 0
2.2239e+07 3.01942e+07 4.36927e+08 0
2.23246e+07 2.9905e+07 4.34384e+08 0
2.24104e+07 2.96185e+07 4.3186e+08 0
2.24966e+07 2.93348e+07 4.29348e+08 0
2.25832e+07 2.90537e+07 4.26848e+08 0
2.267e+07 2.87754e+07 4.24367e+08 0
2.27572e+07 2.84997e+07 4.21898e+08 0
2.28447e+07 2.82267e+07 4.19445e+08 0
2.29326e+07 2.79563e+07 4.17004e+08 0
2.30208e+07 2.76884e+07 4.14578e+08 0
2.31094e+07 2.74232e+07 4.12164e+08 0
2.31982e+07 2.71604e+07 4.09768e+08 0
2.32875e+07 2.69002e+07 4.07382e+08 0
2.3377e+07 2.66425e+07 4.05013e+08 0
2.3467e+07 2.63872e+07 4.02653e+08 0
2.35572e+07 2.61344e+07 4.00312e+08 0
2.36478e+07 2.5884e+07 3.97982e+08 0
2.37388e+07 2.5636e+07 3.95665e+08 0
2.38301e+07 2.53903e+07 3.93362e+08 0
2.39217e+07 2.51471e+07 3.91073e+08 0
2.40138e+07 2.49061e+07 3.88795e+08 0
2.41061e+07 2.46675e+07 3.86533e+08 0
2.41988e+07 2.44311e+07 3.84283e+08 0
2.42919e+07 2.4197e+07 3.82045e+08 0
2.43854e+07 2.39651e+07 3.79819e+08 0
2.44791e+07 2.37355e+07 3.7761e+08 0
2.45733e+07 2.3508e+07 3.7541e+08 0
2.46678e+07 2.32828e+07 3.73224e+08 0
2.47627e+07 2.30597e+07 3.7105e+08 0
2.48579e+07 2.28387e+07 3.6889e+08 0
2.49536e+07 2.26198e+07 3.6674e+08 0
2.50495e+07 2.24031e+07 3.64605e+08 0
2.51459e+07 2.21884e+07 3.6248e+08 0
2.52426e+07 2.19757e+07 3.60369e+08 0
2.53397e+07 2.17651e+07 3.5827e+08 0
2.54372e+07 2.15565e+07 3.56182e+08 0
2.5535e+07 2.13499e+07 3.54108e+08 0
2.56332e+07 2.11453e+07 3.52045e+08 0
2.57318e+07 2.09427e+07 3.49994e+08 0
2.58308e+07 2.0742e+07 3.47954e+08 0
2.59301e+07 2.05432e+07 3.45927e+08 0
2.60299e+07 2.03463e+07 3.4391e+08 0
2.613e+07 2.01513e+07 3.41906e+08 0
2.62305e+07 1.99581e+07 3.39913e+08 0
2.63314e+07 1.97668e+07 3.37932e+08 0
2.64327e+07 1.95774e+07 3.35962e+08 0
2.65343e+07 1.93897e+07 3.34005e+08 0
2.66364e+07 1.92039e+07 3.32057e+08 0
2.67388e+07 1.90198e+07 3.30122e+08 0
2.68417e+07 1.88375e+07 3.28197e+08 0
2.69449e+07 1.86569e+07 3.26284e+08 0
2.70486e+07 1.84781e+07 3.2438e+08 0
2.71526e+07 1.8301e+07 3.2249e+08 0
2.7257e+07 1.81255e+07 3.2061e+08 0
2.73619e+07 1.79518e+07 3.18739e+08 0
2.74671e+07 1.77797e+07 3.16881e+08 0
2.75728e+07 1.76092e+07 3.15032e+08 0
2.76788e+07 1.74404e+07 3.13195e+08 0
2.77853e+07 1.72732e+07 3.11368e+08 0
2.78921e+07 1.71076e+07 3.09553e+08 0
2.79994e+07 1.69436e+07 3.07747e+08 0
2.81071e+07 1.67812e+07 3.05951e+08 0
2.82152e+07 1.66203e+07 3.04166e+08 0
2.83237e+07 1.6461e+07 3.02392e+08 0
2.84327e+07 1.63032e+07 3.00627e+08 0
2.8542e+07 1.61469e+07 2.98873e+08 0
2.86518e+07 1.5992e+07 2.97129e+08 0
2.8762e+07 1.58387e+07 2.95395e+08 0
2.88727e+07 1.56869e+07 2.9367e+08 0
2.89837e+07 1.55364e+07 2.91957e+08 0
2.90952e+07 1.53875e+07 2.90252e+08 0
2.92071e+07 1.52399e+07 2.88558e+08 0
2.93194e+07 1.50938e+07 2.86874e+08 0
2.94322e+07 1.49491e+07 2.85199e+08 0
2.95454e+07 1.48057e+07 2.83534e+08 0
2.96591e+07 1.46638e+07 2.81878e+08 0
2.97731e+07 1.45232e+07 2.80233e+08 0
2.98877e+07 1.43839e+07 2.78596e+08 0
3.00026e+07 1.4246e+07 2.7697e+08 0
3.0118e+07 1.41093e+07 2.75352e+08 0
3.02339e+07 1.3974e+07 2.73743e+08 0
3.03501e+07 1.384e+07 2.72146e+08 0
3.04669e+07 1.37073e+07 2.70555e+08 0
3.05841e+07 1.35759e+07 2.68974e+08 0
3.07017e+07 1.34457e+07 2.67404e+08 0
3.08198e+07 1.33167e+07 2.65841e+08 0
3.09383e+07 1.3189e+07 2.64289e+08 0
3.10573e+07 1.30625e+07 2.62744e+08 0
3.11768e+07 1.29372e+07 2.61209e+08 0
3.12967e+07 1.28131e+07 2.59682e+08 0
3.14171e+07 1.26903e+07 2.58165e+08 0
3.15379e+07 1.25685e+07 2.56656e+08 0
3.16592e+07 1.2448e+07 2.55156e+08 0
3.1781e+07 1.23286e+07 2.53665e+08 0
3.19032e+07 1.22103e+07 2.52182e+08 0
3.20259e+07 1.20932e+07 2.50708e+08 0
3.21491e+07 1.19772e+07 2.49242e+08 0
3.22728e+07 1.18623e+07 2.47785e+08 0
3.23969e+07 1.17485e+07 2.46336e+08 0
3.25215e+07 1.16358e+07 2.44896e+08 0
3.26466e+07 1.15242e+07 2.43464e+08 0
3.27722e+07 1.14137e+07 2.4204e+08 0
3.28982e+07 1.13042e+07 2.40625e+08 0
3.30248e+07 1.11957e+07 2.39217e+08 0
3.31518e+07 1.10883e+07 2.37818e+08 0
3.32793e+07 1.0982e+07 2.36427e+08 0
3.34073e+07 1.08766e+07 2.35044e+08 0
3.35358e+07 1.07723e+07 2.33668e+08 0
3.36648e+07 1.06689e+07 2.32301e+08 0
3.37943e+07 1.05665e+07 2.30942e+08 0
3.39242e+07 1.04652e+07 2.29591e+08 0
3.40547e+07 1.03648e+07 2.28248e+08 0
3.41857e+07 1.02653e+07 2.26912e+08 0
3.43172e+07 1.01668e+07 2.25584e+08 0
3.44492e+07 1.00693e+07 2.24263e+08 0
3.45817e+07 9.97265e+06 2.2295e+08 0
3.47147e+07 9.87696e+06 2.21645e+08 0
3.48482e+07 9.78219e+06 2.20348e+08 0
3.49823e+07 9.68832e+06 2.19057e+08 0
3.51168e+07 9.59535e+06 2.17775e+08 0
3.52519e+07 9.50328e+06 2.165e+08 0
3.53875e+07 9.41208e+06 2.15232e+08 0
3.55236e+07 9.32176e+06 2.13972e+08 0
3.56602e+07 9.23231e+06 2.12719e+08 0
3.57974e+07 9.14371e+06 2.11473e+08 0
3.59351e+07 9.05595e+06 2.10234e+08 0
3.60733e+07 8.96904e+06 2.09002e+08 0
3.6212e+07 8.88297e+06 2.07778e+08 0
3.63513e+07 8.79771e+06 2.06561e+08 0
3.64911e+07 8.71328e+06 2.05351e+08 0
3.66315e+07 8.62965e+06 2.04147e+08 0
3.67724e+07 8.54682e+06 2.02951e+08 0
3.69138e+07 8.46479e+06 2.01762e+08 0
3.70558e+07 8.38354e+06 2.00579e+08 0
3.71983e+07 8.30307e+06 1.99404e+08 0
3.73414e+07 8.22338e+06 1.98235e+08 0
3.7485e+07 8.14444e+06 1.97073e+08 0
3.76292e+07 8.06626e+06 1.95917e+08 0
3.77739e+07 7.98883e+06 1.94769e+08 0
3.79192e+07 7.91214e+06 1.93627e+08 0
3.80651e+07 7.83619e+06 1.92491e+08 0
3.82115e+07 7.76097e+06 1.91362e+08 0
3.83585e+07 7.68646e+06 1.9024e+08 0
3.8506e+07 7.61267e+06 1.89124e+08 0
3.86541e+07 7.53959e+06 1.88015e+08 0
3.88028e+07 7.4672e+06 1.86912e+08 0
3.8952e+07 7.39551e+06 1.85816e+08 0
3.91019e+07 7.32451e+06 1.84725e+08 0
3.92523e+07 7.25419e+06 1.83641e+08 0
3.94032e+07 7.18454e+06 1.82564e+08 0
3.95548e+07 7.11556e+06 1.81493e+08 0
3.97069e+07 7.04724e+06 1.80428e+08 0
3.98597e+07 6.97957e+06 1.79368e+08 0
4.0013e+07 6.91255e+06 1.78316e+08 0
4.01669e+07 6.84618e+06 1.77269e+08 0
4.03214e+07 6.78044e+06 1.76228e+08 0
4.04764e+07 6.71533e+06 1.75194e+08 0
4.06321e+07 6.65084e+06 1.74165e+08 0
4.07884e+07 6.58697e+06 1.73143e+08 0
4.09453e+07 6.52372e+06 1.72126e+08 0
4.11028e+07 6.46107e+06 1.71115e+08 0
4.12609e+07 6.39902e+06 1.7011e+08 0
4.14196e+07 6.33756e+06 1.69111e+08 0
4.15789e+07 6.2767e+06 1.68117e+08 0
4.17388e+07 6.21641e+06 1.6713e+08 0
4.18994e+07 6.15671e+06 1.66148e+08 0
4.20605e+07 6.09758e+06 1.65172e+08 0
4.22223e+07 6.03901e+06 1.64201e+08 0
4.23847e+07 5.981e+06 1.63236e+08 0
4.25477e+07 5.92356e+06 1.62277e+08 0
4.27114e+07 5.86666e+06 1.61323e+08 0
4.28757e+07 5.8103e+06 1.60375e+08 0
4.30406e+07 5.75449e+06 1.59432e+08 0
4.32061e+07 5.69921e+06 1.58495e+08 0
4.33723e+07 5.64447e+06 1.57563e+08 0
4.35391e+07 5.59024e+06 1.56637e+08 0
4.37066e+07 5.53654e+06 1.55715e+08 0
4.38747e+07 5.48335e+06 1.548e+08 0
4.40434e+07 5.43067e+06 1.53889e+08 0
4.42129e+07 5.3785e+06 1.52984e+08 0
4.43829e+07 5.32682e+06 1.52084e+08 0
4.45536e+07 5.27564e+06 1.5119e+08 0
4.4725e+07 5.22496e+06 1.503e+08 0
4.4897e+07 5.17475e+06 1.49416e+08 0
4.50697e+07 5.12503e+06 1.48536e+08 0
4.5243e+07 5.07579e+06 1.47663e+08 0
4.54171e+07 5.02701e+06 1.46793e+08 0
4.55918e+07 4.97871e+06 1.45929e+08 0
4.57671e+07 4.93087e+06 1.4507e+08 0
4.59431e+07 4.88348e+06 1.44216e+08 0
4.61199e+07 4.83656e+06 1.43367e+08 0
4.62972e+07 4.79008e+06 1.42523e+08 0
4.64753e+07 4.74404e+06 1.41684e+08 0
4.66541e+07 4.69845e+06 1.40849e+08 0
4.68335e+07 4.6533e+06 1.4002e+08 0
4.70137e+07 4.60857e+06 1.39195e+08 0
4.71945e+07 4.56428e+06 1.38375e+08 0
4.7376e+07 4.52041e+06 1.3756e+08 0
4.75582e+07 4.47696e+06 1.3675e+08 0
4.77412e+07 4.43393e+06 1.35944e+08 0
4.79248e+07 4.39131e+06 1.35143e+08 0
4.81091e+07 4.3491e+06 1.34347e+08 0
4.82942e+07 4.3073e+06 1.33554e+08 0
4.84799e+07 4.26589e+06 1.32767e+08 0
4.86664e+07 4.22488e+06 1.31985e+08 0
4.88536e+07 4.18427e+06 1.31207e+08 0
4.90415e+07 4.14404e+06 1.30433e+08 0
4.92301e+07 4.1042e+06 1.29664e+08 0
4.94195e+07 4.06475e+06 1.28899e+08 0
4.96095e+07 4.02567e+06 1.28139e+08 0
4.98004e+07 3.98696e+06 1.27383e+08 0
4.99919e+07 3.94863e+06 1.26632e+08 0
5.01842e+07 3.91066e+06 1.25885e+08 0
5.03772e+07 3.87306e+06 1.25142e+08 0
5.0571e+07 3.83582e+06 1.24404e+08 0
5.07655e+07 3.79894e+06 1.2367e+08 0
5.09607e+07 3.76241e+06 1.2294e+08 0
5.11568e+07 3.72623e+06 1.22214e+08 0
5.13535e+07 3.6904e+06 1.21493e+08 0
5.1551e+07 3.65491e+06 1.20776e+08 0
5.17493e+07 3.61976e+06 1.20063e+08 0
5.19484e+07 3.58495e+06 1.19354e+08 0
5.21482e+07 3.55047e+06 1.18649e+08 0
5.23487e+07 3.51632e+06 1.17949e+08 0
5.25501e+07 3.4825e+06 1.17252e+08 0
5.27522e+07 3.44901e+06 1.1656e+08 0
5.29551e+07 3.41583e+06 1.15871e+08 0
5.31588e+07 3.38298e+06 1.15186e+08 0
5.33633e+07 3.35044e+06 1.14506e+08 0
5.35685e+07 3.31821e+06 1.13829e+08 0
5.37746e+07 3.28629e+06 1.13157e+08 0
5.39814e+07 3.25468e+06 1.12488e+08 0
5.4189e+07 3.22337e+06 1.11823e+08 0
5.43974e+07 3.19236e+06 1.11162e+08 0
5.46067e+07 3.16165e+06 1.10505e+08 0
5.48167e+07 3.13123e+06 1.09852e+08 0
5.50276e+07 3.1011e+06 1.09202e+08 0
5.52392e+07 3.07127e+06 1.08556e+08 0
5.54517e+07 3.04172e+06 1.07914e+08 0
5.5665e+07 3.01245e+06 1.07276e+08 0
5.58791e+07 2.98346e+06 1.06641e+08 0
5.6094e+07 2.95475e+06 1.0601e+08 0
5.63097e+07 2.92632e+06 1.05383e+08 0
5.65263e+07 2.89816e+06 1.0476e+08 0
