# profile_file data/collapsar_profile.dat
# sigma_table data/sigma_nuN_CC_IIM.dat
# Enu_GeV 1e+12
# sigma_cm2_interpolated 4.00898e-31
# r_cm rho_gcm3 tau survival
7.47523e+06 2.39603e+09 2.15679e+09 0
7.50398e+06 2.36857e+09 2.14026e+09 0
7.53284e+06 2.34142e+09 2.12385e+09 0
7.56182e+06 2.31459e+09 2.10756e+09 0
7.5909e+06 2.28807e+09 2.09141e+09 0
7.6201e+06 2.26184e+09 2.07537e+09 0
7.64941e+06 2.23592e+09 2.05945e+09 0
7.67883e+06 2.2103e+09 2.04366e+09 0
7.70837e+06 2.18497e+09 2.02799e+09 0
7.73801e+06 2.15993e+09 2.01244e+09 0
7.76778e+06 2.13517e+09 1.99701e+09 0
7.79765e+06 2.1107e+09 1.9817e+09 0
7.82765e+06 2.08651e+09 1.9665e+09 0
7.85775e+06 2.0626e+09 1.95143e+09 0
7.88798e+06 2.03896e+09 1.93646e+09 0
7.91832e+06 2.01559e+09 1.92161e+09 0
7.94877e+06 1.99249e+09 1.90688e+09 0
7.97935e+06 1.96966e+09 1.89225e+09 0
8.01004e+06 1.94708e+09 1.87774e+09 0
8.04085e+06 1.92477e+09 1.86334e+09 0
8.07177e+06 1.90271e+09 1.84905e+09 0
8.10282e+06 1.8809e+09 1.83487e+09 0
8.13399e+06 1.85934e+09 1.8208e+09 0
8.16527e+06 1.83803e+09 1.80684e+09 0
8.19668e+06 1.81697e+09 1.79298e+09 0
8.2282e+06 1.79614e+09 1.77923e+09 0
8.25985e+06 1.77556e+09 1.76559e+09 0
8.29162e+06 1.75521e+09 1.75205e+09 0
8.32352e+06 1.73509e+09 1.73861e+09 0
8.35553e+06 1.71521e+09 1.72527e+09 0
8.38767e+06 1.69555e+09 1.71204e+09 0
8.41993e+06 1.67611e+09 1.69891e+09 0
8.45231e+06 1.6569e+09 1.68588e+09 0
8.48482e+06 1.63791e+09 1.67295e+09 0
8.51746e+06 1.61914e+09 1.66012e+09 0
8.55022e+06 1.60058e+09 1.64739e+09 0
8.58311e+06 1.58224e+09 1.63475e+09 0
8.61612e+06 1.5641e+09 1.62221e+09 0
8.64926e+06 1.54617e+09 1.60977e+09 0
8.68253e+06 1.52845e+09 1.59742e+09 0
8.71592e+06 1.51093e+09 1.58517e+09 0
8.74945e+06 1.49362e+09 1.57301e+09 0
8.7831e+06 1.4765e+09 1.56095e+09 0
8.81688e+06 1.45957e+09 1.54897e+09 0
8.8508e+06 1.44284e+09 1.53709e+09 0
8.88484e+06 1.42631e+09 1.5253e+09 0
8.91901e+06 1.40996e+09 1.5136e+09 0
8.95332e+06 1.3938e+09 1.50199e+09 0
8.98775e+06 1.37782e+09 1.49047e+09 0
9.02232e+06 1.36203e+09 1.47904e+09 0
9.05703e+06 1.34642e+09 1.46769e+09 0
9.09186e+06 1.33098e+09 1.45643e+09 0
9.12683e+06 1.31573e+09 1.44526e+09 0
9.16194e+06 1.30065e+09 1.43417e+09 0
9.19718e+06 1.28574e+09 1.42317e+09 0
9.23255e+06 1.271e+09 1.41225e+09 0
9.26806e+06 1.25643e+09 1.40142e+09 0
9.30371e+06 1.24203e+09 1.39067e+09 0
9.3395e+06 1.22779e+09 1.37999e+09 0
9.37542e+06 1.21372e+09 1.36941e+09 0
9.41148e+06 1.19981e+09 1.3589e+09 0
9.44768e+06 1.18605e+09 1.34848e+09 0
9.48402e+06 1.17246e+09 1.33813e+09 0
9.5205e+06 1.15902e+09 1.32786e+09 0
9.55711e+06 1.14573e+09 1.31768e+09 0
9.59387e+06 1.1326e+09 1.30757e+09 0
9.63077e+06 1.11962e+09 1.29754e+09 0
9.66782e+06 1.10678e+09 1.28758e+09 0
9.705e+06 1.0941e+09 1.2777e+09 0
9.74233e+06 1.08156e+09 1.2679e+09 0
9.7798e+06 1.06916e+09 1.25817e+09 0
9.81742e+06 1.0569e+09 1.24851e+09 0
9.85518e+06 1.04479e+09 1.23893e+09 0
9.89309e+06 1.03281e+09 1.22943e+09 0
9.93114e+06 1.02097e+09 1.21999e+09 0
9.96934e+06 1.00927e+09 1.21063e+09 0
1.00077e+07 9.97697e+08 1.20134e+09 0
1.00462e+07 9.8626e+08 1.19212e+09 0
1.00848e+07 9.74954e+08 1.18298e+09 0
1.01236e+07 9.63777e+08 1.1739e+09 0
1.01625e+07 9.52729e+08 1.1649e+09 0
1.02016e+07 9.41807e+08 1.15596e+09 0
1.02409e+07 9.31011e+08 1.14707e+09 0
1.02803e+07 9.20338e+08 1.13827e+09 0
1.03198e+07 9.09788e+08 1.12954e+09 0
1.03595e+07 8.99358e+08 1.12087e+09 0
1.03993e+07 8.89048e+08 1.11228e+09 0
1.04393e+07 8.78856e+08 1.10374e+09 0
1.04795e+07 8.68781e+08 1.09526e+09 0
1.05198e+07 8.58821e+08 1.08686e+09 0
1.05603e+07 8.48976e+08 1.07851e+09 0
1.06009e+07 8.39243e+08 1.07023e+09 0
1.06417e+07 8.29622e+08 1.06202e+09 0
1.06826e+07 8.20111e+08 1.05387e+09 0
1.07237e+07 8.10709e+08 1.04578e+09 0
1.07649e+07 8.01415e+08 1.03776e+09 0
1.08063e+07 7.92227e+08 1.0298e+09 0
1.08479e+07 7.83145e+08 1.02189e+09 0
1.08896e+07 7.74166e+08 1.01405e+09 0
1.09315e+07 7.65291e+08 1.00626e+09 0
1.09735e+07 7.56517e+08 9.98545e+08 0
1.10157e+07 7.47844e+08 9.90882e+08 0
1.10581e+07 7.3927e+08 9.83271e+08 0
1.11007e+07 7.30795e+08 9.75711e+08 0
1.11433e+07 7.22416e+08 9.68238e+08 0
1.11862e+07 7.14134e+08 9.60799e+08 0
1.12292e+07 7.05946e+08 9.53428e+08 0
1.12724e+07 6.97853e+08 9.46107e+08 0
1.13158e+07 6.89852e+08 9.38837e+08 0
1.13593e+07 6.81943e+08 9.31634e+08 0
1.1403e+07 6.74124e+08 9.2448e+08 0
1.14469e+07 6.66395e+08 9.17376e+08 0
1.14909e+07 6.58755e+08 9.10338e+08 0
1.15351e+07 6.51202e+08 9.03349e+08 0
1.15794e+07 6.43736e+08 8.96424e+08 0
1.1624e+07 6.36355e+08 8.89532e+08 0
1.16687e+07 6.29059e+08 8.82704e+08 0
1.17136e+07 6.21847e+08 8.75924e+08 0
1.17586e+07 6.14717e+08 8.69207e+08 0
1.18039e+07 6.07669e+08 8.62523e+08 0
1.18493e+07 6.00701e+08 8.559e+08 0
1.18948e+07 5.93814e+08 8.4934e+08 0
1.19406e+07 5.87005e+08 8.42811e+08 0
1.19865e+07 5.80275e+08 8.36344e+08 0
1.20326e+07 5.73621e+08 8.29922e+08 0
1.20789e+07 5.67044e+08 8.23547e+08 0
1.21254e+07 5.60543e+08 8.17218e+08 0
1.2172e+07 5.54115e+08 8.10948e+08 0
1.22188e+07 5.47762e+08 8.04723e+08 0
1.22658e+07 5.41481e+08 7.98543e+08 0
1.2313e+07 5.35272e+08 7.92408e+08 0
1.23603e+07 5.29135e+08 7.8633e+08 0
1.24079e+07 5.23067e+08 7.80284e+08 0
1.24556e+07 5.1707e+08 7.74295e+08 0
1.25035e+07 5.11141e+08 7.6835e+08 0
1.25516e+07 5.0528e+08 7.62448e+08 0
1.25999e+07 4.99486e+08 7.5659e+08 0
1.26484e+07 4.93758e+08 7.50775e+08 0
1.2697e+07 4.88097e+08 7.45015e+08 0
1.27458e+07 4.825e+08 7.39297e+08 0
1.27949e+07 4.76967e+08 7.33611e+08 0
1.28441e+07 4.71498e+08 7.27978e+08 0
1.28935e+07 4.66091e+08 7.22386e+08 0
1.29431e+07 4.60746e+08 7.16837e+08 0
1.29929e+07 4.55463e+08 7.11329e+08 0
1.30428e+07 4.5024e+08 7.05874e+08 0
1.3093e+07 4.45077e+08 7.00448e+08 0
1.31434e+07 4.39973e+08 6.95064e+08 0
1.31939e+07 4.34928e+08 6.8973e+08 0
1.32447e+07 4.2994e+08 6.84427e+08 0
1.32956e+07 4.2501e+08 6.79174e+08 0
1.33467e+07 4.20136e+08 6.7396e+08 0
1.33981e+07 4.15318e+08 6.68777e+08 0
1.34496e+07 4.10556e+08 6.63643e+08 0
1.35013e+07 4.05847e+08 6.58547e+08 0
1.35533e+07 4.01193e+08 6.53482e+08 0
1.36054e+07 3.96592e+08 6.48464e+08 0
1.36577e+07 3.92044e+08 6.43485e+08 0
1.37103e+07 3.87548e+08 6.38535e+08 0
1.3763e+07 3.83104e+08 6.33633e+08 0
1.38159e+07 3.7871e+08 6.28768e+08 0
1.38691e+07 3.74367e+08 6.23932e+08 0
1.39224e+07 3.70074e+08 6.19142e+08 0
1.3976e+07 3.6583e+08 6.14381e+08 0
1.40297e+07 3.61634e+08 6.09665e+08 0
1.40837e+07 3.57487e+08 6.04977e+08 0
1.41379e+07 3.53387e+08 6.00326e+08 0
1.41922e+07 3.49334e+08 5.9572e+08 0
1.42468e+07 3.45328e+08 5.91142e+08 0
1.43016e+07 3.41367e+08 5.86599e+08 0
1.43566e+07 3.37452e+08 5.82092e+08 0
1.44118e+07 3.33582e+08 5.77621e+08 0
1.44673e+07 3.29756e+08 5.73177e+08 0
1.45229e+07 3.25974e+08 5.68776e+08 0
1.45788e+07 3.22236e+08 5.64402e+08 0
1.46349e+07 3.1854e+08 5.60062e+08 0
1.46911e+07 3.14886e+08 5.55765e+08 0
1.47477e+07 3.11275e+08 5.51487e+08 0
1.48044e+07 3.07705e+08 5.47251e+08 0
1.48613e+07 3.04175e+08 5.43048e+08 0
1.49185e+07 3.00687e+08 5.38871e+08 0
1.49759e+07 2.97238e+08 5.34728e+08 0
1.50335e+07 2.93829e+08 5.30619e+08 0
1.50913e+07 2.90459e+08 5.26542e+08 0
1.51493e+07 2.87127e+08 5.22498e+08 0
1.52076e+07 2.83834e+08 5.1848e+08 0
1.52661e+07 2.80578e+08 5.14494e+08 0
1.53248e+07 2.7736e+08 5.10541e+08 0
1.53838e+07 2.74179e+08 5.06613e+08 0
1.54429e+07 2.71034e+08 5.02723e+08 0
1.55023e+07 2.67925e+08 4.98858e+08 0
1.5562e+07 2.64852e+08 4.95019e+08 0
1.56218e+07 2.61814e+08 4.91217e+08 0
1.56819e+07 2.58811e+08 4.8744e+08 0
1.57422e+07 2.55842e+08 4.83694e+08 0
1.58028e+07 2.52907e+08 4.79972e+08 0
1.58635e+07 2.50006e+08 4.76287e+08 0
1.59246e+07 2.47138e+08 4.72621e+08 0
1.59858e+07 2.44304e+08 4.6899e+08 0
1.60473e+07 2.41501e+08 4.65383e+08 0
1.6109e+07 2.38731e+08 4.61807e+08 0
1.6171e+07 2.35992e+08 4.58254e+08 0
1.62332e+07 2.33285e+08 4.5473e+08 0
1.62956e+07 2.30609e+08 4.51236e+08 0
1.63583e+07 2.27964e+08 4.47765e+08 0
1.64212e+07 2.25349e+08 4.44323e+08 0
1.64844e+07 2.22764e+08 4.40904e+08 0
1.65478e+07 2.20208e+08 4.37514e+08 0
1.66114e+07 2.17682e+08 4.34152e+08 0
1.66753e+07 2.15185e+08 4.30814e+08 0
1.67395e+07 2.12716e+08 4.27497e+08 0
1.68038e+07 2.10276e+08 4.24214e+08 0
1.68685e+07 2.07864e+08 4.20948e+08 0
1.69334e+07 2.05479e+08 4.1771e+08 0
1.69985e+07 2.03122e+08 4.14499e+08 0
1.70639e+07 2.00791e+08 4.11311e+08 0
1.71295e+07 1.98488e+08 4.08149e+08 0
1.71954e+07 1.96211e+08 4.05009e+08 0
1.72615e+07 1.9396e+08 4.01896e+08 0
1.73279e+07 1.91735e+08 3.98804e+08 0
1.73946e+07 1.89535e+08 3.95734e+08 0
1.74615e+07 1.8736e+08 3.92691e+08 0
1.75286e+07 1.85211e+08 3.89673e+08 0
1.7596e+07 1.83086e+08 3.86676e+08 0
1.76637e+07 1.80985e+08 3.83701e+08 0
1.77317e+07 1.78909e+08 3.80747e+08 0
1.77999e+07 1.76856e+08 3.77818e+08 0
1.78683e+07 1.74827e+08 3.74914e+08 0
1.79371e+07 1.72821e+08 3.72027e+08 0
1.80061e+07 1.70838e+08 3.69165e+08 0
1.80753e+07 1.68878e+08 3.66327e+08 0
1.81448e+07 1.66941e+08 3.63509e+08 0
1.82146e+07 1.65025e+08 3.60712e+08 0
1.82847e+07 1.63132e+08 3.57936e+08 0
1.8355e+07 1.6126e+08 3.55183e+08 0
1.84256e+07 1.5941e+08 3.5245e+08 0
1.84965e+07 1.57581e+08 3.49737e+08 0
1.85676e+07 1.55773e+08 3.47047e+08 0
1.8639e+07 1.53985e+08 3.44378e+08 0
1.87107e+07 1.52218e+08 3.41727e+08 0
1.87827e+07 1.50472e+08 3.39097e+08 0
1.88549e+07 1.48745e+08 3.36489e+08 0
1.89275e+07 1.47038e+08 3.33897e+08 0
1.90003e+07 1.45351e+08 3.31327e+08 0
1.90733e+07 1.43683e+08 3.2878e+08 0
1.91467e+07 1.42034e+08 3.26249e+08 0
1.92203e+07 1.40405e+08 3.23739e+08 0
1.92943e+07 1.38793e+08 3.21245e+08 0
1.93685e+07 1.37201e+08 3.18773e+08 0
1.9443e+07 1.35626e+08 3.1632e+08 0
1.95178e+07 1.3407e+08 3.13884e+08 0
1.95928e+07 1.32532e+08 3.11471e+08 0
1.96682e+07 1.31011e+08 3.09072e+08 0
1.97438e+07 1.29507e+08 3.06695e+08 0
1.98198e+07 1.28021e+08 3.04332e+08 0
1.9896e+07 1.26552e+08 3.0199e+08 0
1.99725e+07 1.251e+08 2.99666e+08 0
2.00494e+07 1.23664e+08 2.97357e+08 0
2.01265e+07 1.22245e+08 2.95069e+08 0
2.02039e+07 1.20842e+08 2.92797e+08 0
2.02816e+07 1.19455e+08 2.90543e+08 0
2.03596e+07 1.18084e+08 2.88307e+08 0
2.04379e+07 1.16729e+08 2.86088e+08 0
2.05165e+07 1.15389e+08 2.83885e+08 0
2.05954e+07 1.14065e+08 2.817e+08 0
2.06747e+07 1.12756e+08 2.79529e+08 0
2.07542e+07 1.11462e+08 2.77377e+08 0
2.0834e+07 1.10183e+08 2.75242e+08 0
2.09141e+07 1.08918e+08 2.73123e+08 0
2.09946e+07 1.07668e+08 2.71019e+08 0
2.10753e+07 1.06432e+08 2.68933e+08 0
2.11564e+07 1.05211e+08 2.66861e+08 0
2.12378e+07 1.04003e+08 2.64805e+08 0
2.13195e+07 1.02809e+08 2.62766e+08 0
2.14015e+07 1.01629e+08 2.60742e+08 0
2.14838e+07 1.00463e+08 2.58734e+08 0
2.15664e+07 9.93097e+07 2.56742e+08 0
2.16494e+07 9.81699e+07 2.54764e+08 0
2.17326e+07 9.7043e+07 2.52803e+08 0
2.18162e+07 9.59292e+07 2.50856e+08 0
2.19001e+07 9.48281e+07 2.48924e+08 0
2.19844e+07 9.37396e+07 2.47005e+08 0
2.20689e+07 9.26636e+07 2.45103e+08 0
2.21538e+07 9.15999e+07 2.43215e+08 0
2.2239e+07 9.05485e+07 2.41342e+08 0
2.23246e+07 8.95091e+07 2.39481e+08 0
2.24104e+07 8.84816e+07 2.37638e+08 0
2.24966e+07 8.74659e+07 2.35807e+08 0
2.25832e+07 8.64619e+07 2.33989e+08 0
2.267e+07 8.54693e+07 2.32187e+08 0
2.27572e+07 8.44882e+07 2.30398e+08 0
2.28447e+07 8.35183e+07 2.28624e+08 0
2.29326e+07 8.25596e+07 2.26861e+08 0
2.30208e+07 8.16118e+07 2.25113e+08 0
2.31094e+07 8.06749e+07 2.23378e+08 0
2.31982e+07 7.97488e+07 2.21658e+08 0
2.32875e+07 7.88332e+07 2.19949e+08 0
2.3377e+07 7.79282e+07 2.18255e+08 0
2.3467e+07 7.70336e+07 2.16572e+08 0
2.35572e+07 7.61492e+07 2.14904e+08 0
2.36478e+07 7.5275e+07 2.13248e+08 0
2.37388e+07 7.44107e+07 2.11603e+08 0
2.38301e+07 7.35565e+07 2.09973e+08 0
2.39217e+07 7.2712e+07 2.08355e+08 0
2.40138e+07 7.18771e+07 2.06748e+08 0
2.41061e+07 7.10519e+07 2.05155e+08 0
2.41988e+07 7.02362e+07 2.03574e+08 0
2.42919e+07 6.94297e+07 2.02005e+08 0
2.43854e+07 6.86326e+07 2.00446e+08 0
2.44791e+07 6.78446e+07 1.98903e+08 0
2.45733e+07 6.70656e+07 1.97369e+08 0
2.46678e+07 6.62956e+07 1.95847e+08 0
2.47627e+07 6.55344e+07 1.94337e+08 0
2.48579e+07 6.47819e+07 1.92839e+08 0
2.49536e+07 6.40381e+07 1.91351e+08 0
2.50495e+07 6.33027e+07 1.89877e+08 0
2.51459e+07 6.25759e+07 1.88412e+08 0
2.52426e+07 6.18573e+07 1.8696e+08 0
2.53397e+07 6.11471e+07 1.85518e+08 0
2.54372e+07 6.04449e+07 1.84087e+08 0
2.5535e+07 5.97508e+07 1.82668e+08 0
2.56332e+07 5.90647e+07 1.8126e+08 0
2.57318e+07 5.83865e+07 1.79862e+08 0
2.58308e+07 5.7716e+07 1.78474e+08 0
2.59301e+07 5.70532e+07 1.77098e+08 0
2.60299e+07 5.6398e+07 1.75732e+08 0
2.613e+07 5.57504e+07 1.74376e+08 0
2.62305e+07 5.51101e+07 1.73032e+08 0
2.63314e+07 5.44773e+07 1.71697e+08 0
2.64327e+07 5.38516e+07 1.70372e+08 0
2.65343e+07 5.32332e+07 1.69059e+08 0
2.66364e+07 5.26219e+07 1.67754e+08 0
2.67388e+07 5.20175e+07 1.66461e+08 0
2.68417e+07 5.14201e+07 1.65176e+08 0
2.69449e+07 5.08296e+07 1.63902e+08 0
2.70486e+07 5.02458e+07 1.62637e+08 0
2.71526e+07 4.96687e+07 1.61382e+08 0
2.7257e+07 4.90983e+07 1.60138e+08 0
2.73619e+07 4.85344e+07 1.58901e+08 0
2.74671e+07 4.79769e+07 1.57676e+08 0
2.75728e+07 4.74259e+07 1.56459e+08 0
2.76788e+07 4.68812e+07 1.55252e+08 0
2.77853e+07 4.63427e+07 1.54053e+08 0
2.78921e+07 4.58104e+07 1.52865e+08 0
2.79994e+07 4.52842e+07 1.51685e+08 0
2.81071e+07 4.47641e+07 1.50515e+08 0
2.82152e+07 4.42499e+07 1.49353e+08 0
2.83237e+07 4.37417e+07 1.48201e+08 0
2.84327e+07 4.32392e+07 1.47056e+08 0
2.8542e+07 4.27425e+07 1.45922e+08 0
2.86518e+07 4.22516e+07 1.44795e+08 0
2.8762e+07 4.17662e+07 1.43678e+08 0
2.88727e+07 4.12864e+07 1.42568e+08 0
2.89837e+07 4.08122e+07 1.41468e+08 0
2.90952e+07 4.03433e+07 1.40375e+08 0
2.92071e+07 3.98799e+07 1.39292e+08 0
2.93194e+07 3.94218e+07 1.38217e+08 0
2.94322e+07 3.89689e+07 1.37149e+08 0
2.95454e+07 3.85212e+07 1.3609e+08 0
2.96591e+07 3.80787e+07 1.35039e+08 0
2.97731e+07 3.76412e+07 1.33997e+08 0
2.98877e+07 3.72088e+07 1.32962e+08 0
3.00026e+07 3.67813e+07 1.31935e+08 0
3.0118e+07 3.63587e+07 1.30917e+08 0
3.02339e+07 3.5941e+07 1.29905e+08 0
3.03501e+07 3.55281e+07 1.28903e+08 0
3.04669e+07 3.51199e+07 1.27906e+08 0
3.05841e+07 3.47164e+07 1.26918e+08 0
3.07017e+07 3.43175e+07 1.25938e+08 0
3.08198e+07 3.39232e+07 1.24966e+08 0
3.09383e+07 3.35335e+07 1.24001e+08 0
3.10573e+07 3.31482e+07 1.23043e+08 0
3.11768e+07 3.27673e+07 1.22092e+08 0
3.12967e+07 3.23908e+07 1.21149e+08 0
3.14171e+07 3.20186e+07 1.20213e+08 0
3.15379e+07 3.16507e+07 1.19284e+08 0
3.16592e+07 3.1287e+07 1.18363e+08 0
3.1781e+07 3.09275e+07 1.17448e+08 0
3.19032e+07 3.05721e+07 1.16541e+08 0
3.20259e+07 3.02208e+07 1.1564e+08 0
3.21491e+07 2.98735e+07 1.14747e+08 0
3.22728e+07 2.95302e+07 1.1386e+08 0
3.23969e+07 2.91909e+07 1.1298e+08 0
3.25215e+07 2.88554e+07 1.12107e+08 0
3.26466e+07 2.85238e+07 1.1124e+08 0
3.27722e+07 2.8196e+07 1.1038e+08 0
3.28982e+07 2.7872e+07 1.09528e+08 0
3.30248e+07 2.75517e+07 1.08681e+08 0
3.31518e+07 2.7235e+07 1.07841e+08 0
3.32793e+07 2.6922e+07 1.07007e+08 0
3.34073e+07 2.66126e+07 1.0618e+08 0
3.35358e+07 2.63068e+07 1.05359e+08 0
3.36648e+07 2.60044e+07 1.04545e+08 0
3.37943e+07 2.57055e+07 1.03736e+08 0
3.39242e+07 2.54101e+07 1.02935e+08 0
3.40547e+07 2.5118e+07 1.02139e+08 0
3.41857e+07 2.48293e+07 1.01349e+08 0
3.43172e+07 2.45439e+07 1.00565e+08 0
3.44492e+07 2.42618e+07 9.97875e+07 0
3.45817e+07 2.39829e+07 9.90158e+07 0
3.47147e+07 2.37073e+07 9.82502e+07 0
3.48482e+07 2.34348e+07 9.74905e+07 0
3.49823e+07 2.31654e+07 9.67361e+07 0
3.51168e+07 2.28991e+07 9.59882e+07 0
3.52519e+07 2.26359e+07 9.52456e+07 0
3.53875e+07 2.23757e+07 9.45089e+07 0
3.55236e+07 2.21184e+07 9.37779e+07 0
3.56602e+07 2.18642e+07 9.30526e+07 0
3.57974e+07 2.16128e+07 9.23326e+07 0
3.59351e+07 2.13644e+07 9.16182e+07 0
3.60733e+07 2.11188e+07 9.09094e+07 0
3.6212e+07 2.0876e+07 9.02063e+07 0
3.63513e+07 2.0636e+07 8.95083e+07 0
3.64911e+07 2.03987e+07 8.88158e+07 0
3.66315e+07 2.01642e+07 8.81283e+07 0
3.67724e+07 1.99324e+07 8.74464e+07 0
3.69138e+07 1.97032e+07 8.67698e+07 0
3.70558e+07 1.94767e+07 8.60982e+07 0
3.71983e+07 1.92527e+07 8.5432e+07 0
3.73414e+07 1.90314e+07 8.47707e+07 0
3.7485e+07 1.88125e+07 8.41147e+07 0
3.76292e+07 1.85962e+07 8.34635e+07 0
3.77739e+07 1.83824e+07 8.28176e+07 0
3.79192e+07 1.8171e+07 8.21765e+07 0
3.80651e+07 1.79621e+07 8.15401e+07 0
3.82115e+07 1.77555e+07 8.09089e+07 0
3.83585e+07 1.75514e+07 8.02824e+07 0
3.8506e+07 1.73495e+07 7.9661e+07 0
3.86541e+07 1.715e+07 7.90442e+07 0
3.88028e+07 1.69528e+07 7.8432e+07 0
3.8952e+07 1.67578e+07 7.78249e+07 0
3.91019e+07 1.65651e+07 7.72219e+07 0
3.92523e+07 1.63746e+07 7.66239e+07 0
3.94032e+07 1.61863e+07 7.60308e+07 0
3.95548e+07 1.60002e+07 7.54418e+07 0
3.97069e+07 1.58161e+07 7.48576e+07 0
3.98597e+07 1.56342e+07 7.42775e+07 0
4.0013e+07 1.54544e+07 7.37022e+07 0
4.01669e+07 1.52767e+07 7.31313e+07 0
4.03214e+07 1.5101e+07 7.25647e+07 0
4.04764e+07 1.49273e+07 7.20029e+07 0
4.06321e+07 1.47556e+07 7.1445e+07 0
4.07884e+07 1.45859e+07 7.08914e+07 0
4.09453e+07 1.44181e+07 7.03421e+07 0
4.11028e+07 1.42523e+07 6.9797e+07 0
4.12609e+07 1.40883e+07 6.92561e+07 0
4.14196e+07 1.39263e+07 6.87194e+07 0
4.15789e+07 1.37661e+07 6.81869e+07 0
4.17388e+07 1.36077e+07 6.76585e+07 0
4.18994e+07 1.34512e+07 6.7134e+07 0
4.20605e+07 1.32964e+07 6.66138e+07 0
4.22223e+07 1.31435e+07 6.60974e+07 0
4.23847e+07 1.29923e+07 6.5585e+07 0
4.25477e+07 1.28428e+07 6.50767e+07 0
4.27114e+07 1.2695e+07 6.4572e+07 0
4.28757e+07 1.2549e+07 6.40714e+07 0
4.30406e+07 1.24046e+07 6.35747e+07 0
4.32061e+07 1.22619e+07 6.30819e+07 0
4.33723e+07 1.21208e+07 6.25927e+07 0
4.35391e+07 1.19814e+07 6.21074e+07 0
4.37066e+07 1.18435e+07 6.16257e+07 0
4.38747e+07 1.17072e+07 6.11478e+07 0
4.40434e+07 1.15725e+07 6.06737e+07 0
4.42129e+07 1.14394e+07 6.02029e+07 0
4.43829e+07 1.13077e+07 5.97361e+07 0
4.45536e+07 1.11776e+07 5.92727e+07 0
4.4725e+07 1.1049e+07 5.88129e+07 0
4.4897e+07 1.09218e+07 5.83567e+07 0
4.50697e+07 1.07962e+07 5.79039e+07 0
4.5243e+07 1.06719e+07 5.74548e+07 0
4.54171e+07 1.05491e+07 5.70088e+07 0
4.55918e+07 1.04277e+07 5.65665e+07 0
4.57671e+07 1.03077e+07 5.61277e+07 0
4.59431e+07 1.01891e+07 5.56922e+07 0
4.61199e+07 1.00718e+07 5.52598e+07 0
4.62972e+07 9.95589e+06 5.48312e+07 0
4.64753e+07 9.8413e+06 5.44056e+07 0
4.66541e+07 9.72803e+06 5.39832e+07 0
4.68335e+07 9.61606e+06 5.35643e+07 0
4.70137e+07 9.50538e+06 5.31483e+07 0
4.71945e+07 9.39597e+06 5.27358e+07 0
4.7376e+07 9.28782e+06 5.23265e+07 0
4.75582e+07 9.18091e+06 5.19203e+07 0
4.77412e+07 9.07523e+06 5.1517e+07 0
4.79248e+07 8.97076e+06 5.1117e+07 0
4.81091e+07 8.86749e+06 5.07202e+07 0
4.82942e+07 8.76541e+06 5.03262e+07 0
4.84799e+07 8.66451e+06 4.99355e+07 0
4.86664e+07 8.56476e+06 4.95476e+07 0
4.88536e+07 8.46616e+06 4.91627e+07 0
4.90415e+07 8.36869e+06 4.87809e+07 0
4.92301e+07 8.27234e+06 4.8402e+07 0
4.94195e+07 8.1771e+06 4.80259e+07 0
4.96095e+07 8.08296e+06 4.7653e+07 0
4.98004e+07 7.9899e+06 4.72826e+07 0
4.99919e+07 7.8979e+06 4.69153e+07 0
5.01842e+07 7.80696e+06 4.65508e+07 0
5.03772e+07 7.71707e+06 4.61891e+07 0
5.0571e+07 7.62821e+06 4.58301e+07 0
5.07655e+07 7.54038e+06 4.5474e+07 0
5.09607e+07 7.45355e+06 4.51207e+07 0
5.11568e+07 7.36772e+06 4.47698e+07 0
5.13535e+07 7.28288e+06 4.4422e+07 0
5.1551e+07 7.19901e+06 4.40767e+07 0
5.17493e+07 7.1161e+06 4.3734e+07 0
5.19484e+07 7.03415e+06 4.33939e+07 0
5.21482e+07 6.95314e+06 4.30566e+07 0
5.23487e+07 6.87307e+06 4.2722e+07 0
5.25501e+07 6.79391e+06 4.23897e+07 0
5.27522e+07 6.71566e+06 4.20601e+07 0
5.29551e+07 6.63831e+06 4.1733e+07 0
5.31588e+07 6.56185e+06 4.14084e+07 0
5.33633e+07 6.48627e+06 4.10863e+07 0
5.35685e+07 6.41156e+06 4.07669e+07 0
5.37746e+07 6.33771e+06 4.04497e+07 0
5.39814e+07 6.26471e+06 4.01351e+07 0
5.4189e+07 6.19254e+06 3.98229e+07 0
5.43974e+07 6.12121e+06 3.95131e+07 0
5.46067e+07 6.0507e+06 3.92056e+07 0
5.48167e+07 5.98099e+06 3.89006e+07 0
5.50276e+07 5.91209e+06 3.85978e+07 0
5.52392e+07 5.84398e+06 3.82975e+07 0
5.54517e+07 5.77665e+06 3.79994e+07 0
5.5665e+07 5.7101e+06 3.77037e+07 0
5.58791e+07 5.64431e+06 3.74102e+07 0
5.6094e+07 5.57928e+06 3.71191e+07 0
5.63097e+07 5.515e+06 3.68302e+07 0
5.65263e+07 5.45145e+06 3.65435e+07 0
5.67437e+07 5.38864e+06 3.6259e+07 0
5.6962e+07 5.32655e+06 3.59766e+07 0
5.71811e+07 5.26517e+06 3.56965e+07 0
5.7401e+07 5.2045e+06 3.54186e+07 0
5.76218e+07 5.14453e+06 3.51427e+07 0
5.78434e+07 5.08524e+06 3.48691e+07 0
5.80659e+07 5.02664e+06 3.45975e+07 0
